predicted gender,sentence text,profession,gender,stereotype,predicted gender,predicted mentions,Prediction
Male,The patient is undergoing chemotherapy of his recurrent desmoid-type fibromatosis .,patient,his,0,The patient,"[The patient, his]",True
Male,The surgeon also rated his impression of the patient 's surprise on an 11-point ordinal scale .,surgeon,his,1,The surgeon,"[The surgeon, his]",True
Male,"The aim is to help the individual patient to do his best , given his illness , his symptoms , and his cultural , familial and personal background and beliefs .",patient,his,0,the individual patient,"[the individual patient, his, his, his, his]",True
Female,The patient first underwent orthodontic treatment to correct the dental alignment after the author extracted her hypoplastic first molars .,author,her,1,patient,"[patient, her]",False
Male,"The patient originally had great control of his 37 symptoms with monthly dupilumab , propranolol 20 mg twice daily , and an antihistamine .",patient,his,0,The patient,"[The patient, his]",True
Male,The author reviews his experience including complications and results .,author,his,-1,The author,"[The author, his]",True
Female,Yet the person endorses her new self because the neuroenhancement she underwent changed her .,person,her,1,the person,"[the person, her, she, her]",True
Male,"Our 45-year-old male patient presented with metastatic renal cell carcinoma ( mRCC ) ; we effectively managed his aggressive , progressive disease across six lines of treatment , including sequential monotherapy and combination therapy , with targeted agents like sunitinib , everolimus , sorafenib , temsirolimus , and bevacizumab , resulting in a ",patient,his,0,Our,"[Our, we]",False
Male,"Our 45-year-old male patient presented with metastatic renal cell carcinoma ( mRCC ) ; we effectively managed his aggressive , progressive disease across six lines of treatment , including sequential monotherapy and combination therapy , with targeted agents like sunitinib , everolimus , sorafenib , temsirolimus , and bevacizumab , resulting in a ",patient,his,0,Our 45-year-old male patient presented with metastatic renal cell carcinoma ( mRCC ),"[Our 45-year-old male patient presented with metastatic renal cell carcinoma ( mRCC ), his]",False
Female,"Total hysterectomy with salpingoophorectomy was proposed to patient , however , patient expressed her will for fertility preservation and gave consent only for the resection of a single ovary .",patient,her,0,Total hysterectomy with salpingoophorectomy,"[Total hysterectomy with salpingoophorectomy, her]",False
Male,"For male patients with shigellosis who do not have an appropriate travel history , the physician should expand his epidemiological investigation to include sexual contacts .",physician,his,1,the physician,"[the physician, his]",True
Female,"Unfortunately , the patient experienced a second worsening of her neurological state on day 19 ( Glasgow Coma",patient,her,0,the patient,"[the patient, her]",True
Male,"On the fist day of treatment , the patient was able to move his limbs on command and answer yes/no questions which had not been the case prior to apomorphine administration .",patient,his,0,the patient,"[the patient, his]",True
Male,The patient has had no progression of his mass or symptoms at most recent follow-up ( 10 months ) .,patient,his,0,The patient,"[The patient, his]",True
Male,"One patient even manifested his first FSHD-related symptoms at as early as 5 months of age , including inability to smile , poor response to call , and infantile spasms .",patient,his,0,One patient,"[One patient, his]",True
Female,"The teacher just completed her yoga training in Portland , Oregon , and kindly provided free online classes .",teacher,her,1,The teacher,"[The teacher, her]",True
Female,SCS immediately abolished pain and the patient was able to perform her normal daily activities within 1 month .,patient,her,0,the patient,"[the patient, her]",True
Female,The patient reported complete resolution of her symptoms .,patient,her,0,The patient,"[The patient, her]",True
Female,"These differences become clear through a case study , in which the patient offered resistance to many of the treatment goals , which did not fit her life goals and , at the same time , threatened her defences and her precarious well-being .",patient,her,0,her,"[her, her, her]",False
Male,""" This lobectomy , by which the surgeon cured his far more famous patient , was only one episode in his 40 eventful years as Chicago 's leading pioneer in early thoracic surgery .",surgeon,his,1,the surgeon,"[the surgeon, his, his]",True
Female,The patient was able to resume her sports activities 15 weeks after surgery .,patient,her,0,The patient,"[The patient, her]",True
Female,The patient had been suffering from a dull abdominal pain for nearly four weeks before consulting her family physician .,patient,her,0,The patient,"[The patient, her]",True
Male,"On this view a person ' creates his identity ( only ) by forming an autobiographical narrative-a story of his life ' , and must be in possession of a full and ' explicit narrative ( of his life ) to develop fully as a person ' ( Schechtman M. The Constitution of Selves .",person,his,-1,a person ',"[a person ', his, his, his]",False
Male,"On this view a person ' creates his identity ( only ) by forming an autobiographical narrative-a story of his life ' , and must be in possession of a full and ' explicit narrative ( of his life ) to develop fully as a person ' ( Schechtman M. The Constitution of Selves .",person,his,-1,his life,"[his life, his life]",False
Female,The patient underwent bronchoscopy as part of her evaluation and went on to donate both kidneys and her liver .,patient,her,0,her,"[her, her]",False
Female,"Once again , one genetic counselor discusses her experiences , this time during a second , unplanned pregnancy .",counselor,her,1,one genetic counselor,"[one genetic counselor, her]",True
Female,The fossil hunter Mary Anning began collecting her ' curiosities ' at a time when the age and nature of these relics from the past were little understood .,hunter,her,0,The fossil hunter Mary Anning,"[The fossil hunter Mary Anning, her]",True
Male,The author presents his views on the sources of these controversies and his philosophy on imaging patients with back pain .,author,his,-1,The author,"[The author, his, his]",True
Male,Only 1 patient who had undergone biopsy of his lesion received adjuvant radiation therapy .,patient,his,0,Only 1 patient who had undergone biopsy of his lesion,"[Only 1 patient who had undergone biopsy of his lesion, his]",True
Male,"An initial plan was made for urgent primary ureteroscopy and lithotripsy , however , the patient spontaneously passed 20 - 25 calculi at home whilst awaiting his operation date .",patient,his,0,the patient,"[the patient, his]",True
Male,"If the patient gave his verbal agreement , one stool specimen ( for acute diarrheal symptoms ) or two nasal swabs ( for acute respiratory symptoms ) were collected and frozen on-site .",patient,his,0,the patient,"[the patient, his]",True
Female,"The patient had immediate relief of her symptoms for 36 hours , confirming the diagnosis of genitofemoral neuralgia .",patient,her,0,The patient,"[The patient, her]",True
Male,The patient has been without tumor recurrence for 9 years afterwards and has not required revision of his cranioplasty .,patient,his,0,The patient,"[The patient, his]",True
Male,The operating surgeon who mostly approximated the angle of His resulted in an increased abdominal LES length ( p < 0.01 ) .,surgeon,His,1,The operating surgeon who mostly approximated the angle of His resulted in an increased abdominal LES length ( p < 0.01 ),"[The operating surgeon who mostly approximated the angle of His resulted in an increased abdominal LES length ( p < 0.01 ), His]",True
Male,The patient had reattained his previous activity level and experienced neither pain nor other complications .,patient,his,0,The patient,"[The patient, his]",True
Male,"Philipp Jacob Sachs von Lewenhaimb , academical learned physician of Breslau , offered his cooperation in the Academia Naturae Curiosorum in 1658 .",physician,his,1,"Philipp Jacob Sachs von Lewenhaimb , academical learned physician of Breslau","[Philipp Jacob Sachs von Lewenhaimb , academical learned physician of Breslau, his]",True
Male,Evolution was favorable and our patient gradually recovered his sensitivity .,patient,his,0,our patient,"[our patient, his]",True
Male,This is a case report of a patient that suffered a cat 's bite of his right prosthetic knee and against all odd was able to save it without surgical intervention .,patient,his,0,a cat,"[a cat, his, it]",False
Male,The patient was not able to lift his left eyebrow right after the surgery .,patient,his,0,The patient,"[The patient, his]",True
Male,The patient is less informed than the practitioner and can not accurately assess his need for medical care .,patient,his,0,the practitioner,"[the practitioner, his]",False
Male,"The patient was hepatitis C virus RNA-positive , human immunodeficiency virus RNA-negative , and had a CD4 T-cell count of 620/Î¼L. His son was the donor , and a right lobe liver transplant was performed uneventfully in antiretroviral treatment continued in the early postoperative period and a triple immunosuppressive regimen consisting tacrolimus , mycophenolate mofetil , and steroids was initiated .",patient,His,0,a CD4 T-cell count,"[a CD4 T-cell count, His]",False
Male,A 55-year-old male nurse was accused of having introduced his fingers by force into the anus of a 20-year-old female patient .,nurse,his,-1,A 55-year-old male nurse,"[A 55-year-old male nurse, his]",False
Male,The third patient has successful palliation of his tracheo-esophageal fistula and the stent is being exchanged every 3 - 4 months to palliate his fistula .,patient,his,0,The third patient,"[The third patient, his, his]",True
Male,"Additionally , an old magazine in the past stated that he was supposedly the contender for Cosmos ' position as the show 's main hero , but writer Hideyuki Kawakami deny this accusation in his blog .",writer,his,-1,writer Hideyuki Kawakami,"[writer Hideyuki Kawakami, his]",True
Male,"Grimsby manager Paul Groves managed to make Cooke 's switch to Blundell Park a permanent one , following his release from Manchester City at the end of the 2001â€“2002 season .",manager,his,1,Grimsby manager Paul Groves,"[Grimsby manager Paul Groves, his]",True
Male,"Steve Cropper saw Sunsetz guitarist Keni Inoue play in his distinctive plucking style ( as heard on "" Open Sesame "" ) and asked to be taught the technique .",guitarist,his,1,Steve Cropper,"[Steve Cropper, his]",False
Male,"On 30 January 2007 , ex - Rangers manager Alex McLeish named McGregor in his first squad as Scotland manager .",manager,his,1,ex - Rangers manager Alex McLeish,"[ex - Rangers manager Alex McLeish, his]",True
Male,"University of Arizona student Caleb Peterson ( Scott Lunsford ) commiserates with his roommate Kyle ( Jim Verraros ) , who notes that while he has trouble getting the men he wants , he could get any woman because he is gay .",student,his,-1,University of Arizona student Caleb Peterson ( Scott Lunsford ),"[University of Arizona student Caleb Peterson ( Scott Lunsford ), his, he, he, he, he]",True
Female,"Welsh singer - songwriter Charlotte Church criticized Diane Martel for her creation of sexually - explicit music videos , and referenced the "" Lolita "" video as "" an objectionable little number "" ; Church disapproved of the single 's title .",singer,her,-1,Diane Martel,"[Diane Martel, her]",False
Female,Japanese high school student Sekai Maihime confesses her romantic feelings to her classmate Midou while on a school train tour through France .,student,her,1,Japanese high school student Sekai Maihime,"[Japanese high school student Sekai Maihime, her, her]",True
Female,"Author Sharon Zukin originated the term in her book "" Landscapes of Power : From Detroit to Disney World . """,author,her,1,Author Sharon Zukin,"[Author Sharon Zukin, her]",True
Male,"In his newspaper article "" La Penitenciaria de Guatemala "" ( English : "" The Guatemalan Penitentiary "" ) , the British - Guatemalan writer Guillermo F. Hall described one of the prisoners who was in charge of punishing his fellow captives in the Penitentiary during Justo Rufino Barrios regime : "" "" Tata Juan "" was the oldest prisoner in the prison , being inside since it had opened its door .",writer,his,-1,the British - Guatemalan writer Guillermo F. Hall,"[the British - Guatemalan writer Guillermo F. Hall, his]",False
Male,"In his newspaper article "" La Penitenciaria de Guatemala "" ( English : "" The Guatemalan Penitentiary "" ) , the British - Guatemalan writer Guillermo F. Hall described one of the prisoners who was in charge of punishing his fellow captives in the Penitentiary during Justo Rufino Barrios regime : "" "" Tata Juan "" was the oldest prisoner in the prison , being inside since it had opened its door .",writer,his,-1,it,"[it, its]",False
Male,"In his autobiography , "" Los Angeles Times "" editor Jim Bellows described events leading up to the Seberg articles , in which he expressed regret that he had not vetted the Seberg articles sufficiently .",editor,his,1,his,"[his, he, he]",False
Male,"In his autobiography , "" Los Angeles Times "" editor Jim Bellows described events leading up to the Seberg articles , in which he expressed regret that he had not vetted the Seberg articles sufficiently .",editor,his,1,the Seberg articles,"[the Seberg articles, the Seberg articles]",False
Male,"Film director William Wellman cast Coonan as Sally in his 1933 film "" Wild Boys of the Road "" .",director,his,1,Film director William Wellman,"[Film director William Wellman, his]",True
Male,"Washington 's head carpenter Isaac , for example , lived with his wife Kitty , a dower - slave milkmaid , at Mansion House Farm .",carpenter,his,1,Washington 's head carpenter Isaac,"[Washington 's head carpenter Isaac, his]",True
Female,In 2018 American singer songwriter Mariah Carey referenced the Caymus brand in her single â€œ GTFO â€ .,singer,her,-1,American singer songwriter Mariah Carey,"[American singer songwriter Mariah Carey, her]",True
Male,"Americans Stanley Norman Cohen , Herbert Boyer and Yuet - Wai Kan jointly won one of the prizes for their works pertaining to DNA while British physiologist Sir Richard Doll won the other for his contribution to cancer epidemiology .",physiologist,his,1,"Americans Stanley Norman Cohen , Herbert Boyer and Yuet - Wai Kan","[Americans Stanley Norman Cohen , Herbert Boyer and Yuet - Wai Kan, their]",False
Male,"Americans Stanley Norman Cohen , Herbert Boyer and Yuet - Wai Kan jointly won one of the prizes for their works pertaining to DNA while British physiologist Sir Richard Doll won the other for his contribution to cancer epidemiology .",physiologist,his,1,British physiologist Sir Richard Doll,"[British physiologist Sir Richard Doll, his]",True
Male,"During the tenth episode , internationally acclaimed photographer Terry O'Neill praised Pisani as his favourite girl in the competition .",photographer,his,1,Terry O'Neill,"[Terry O'Neill, his]",False
Male,"Separately , rookie officer Julien Lowe learns the ropes from his training officer Danielle "" Danny "" Sofer , as well as tries to hide his homosexuality from the others .",officer,his,1,rookie officer Julien Lowe,"[rookie officer Julien Lowe, his, his]",True
Male,"In the 19th century the painter EugÃ¨ne Delacroix often holidayed at his family estate at Valmont and the abbey ruins inspired his drawing "" Ruines de l'abbaye de Valmont "" , now in The Louvre .",painter,his,1,Delacroix,"[Delacroix, his, his]",False
Male,"In the midst of this , before 6:30 Â p.m. , police chief Daryl Gates left Parker Center , on his way to the neighborhood of Brentwood .",chief,his,1,police chief Daryl Gates,"[police chief Daryl Gates, his]",True
Male,Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection .,designer,his,1,Internationally acclaimed Ghanaian - British designer Ozwald Boateng,"[Internationally acclaimed Ghanaian - British designer Ozwald Boateng, his]",True
Male,"In 1936 , artist Joseph Cornell edited this feature film into his short experimental film "" Rose Hobart "" which runs about 19 minutes .",artist,his,1,artist Joseph Cornell,"[artist Joseph Cornell, his]",True
Male,"Despite his vocal frustrations , Jaguar team principal Bobby Rahal backed Irvine for the upcoming season , although Irvine was not confident citing his uncertainty about his team becoming competitive which he has made vocal .",principal,his,1,Irvine,"[Irvine, Irvine, his, his, he]",False
Male,"Due to the match - fixing scandals in 2000 by other players of the team , and for his poor health , Indian captain Sachin Tendulkar resigned his position , and Ganguly was made the captain of the Indian cricket team .",captain,his,1,the team,"[the team, the Indian cricket team]",False
Male,"Due to the match - fixing scandals in 2000 by other players of the team , and for his poor health , Indian captain Sachin Tendulkar resigned his position , and Ganguly was made the captain of the Indian cricket team .",captain,his,1,Ganguly,"[his, Ganguly]",False
Male,"Due to the match - fixing scandals in 2000 by other players of the team , and for his poor health , Indian captain Sachin Tendulkar resigned his position , and Ganguly was made the captain of the Indian cricket team .",captain,his,1,Indian,"[Indian, Indian]",False
Male,"Due to the match - fixing scandals in 2000 by other players of the team , and for his poor health , Indian captain Sachin Tendulkar resigned his position , and Ganguly was made the captain of the Indian cricket team .",captain,his,1,Indian captain Sachin Tendulkar,"[Indian captain Sachin Tendulkar, his]",False
Male,Head coach Bill Saunders led the team to a 2â€“4 mark in the Rocky Mountain Conference and 2â€“4 overall in his first season .,coach,his,1,Head coach Bill Saunders,"[Head coach Bill Saunders, his]",True
Female,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .,executive,her,-1,Fox studio executive Darryl F. Zanuck,"[Fox studio executive Darryl F. Zanuck, he]",False
Female,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .,executive,her,-1,her,"[her, her]",False
Male,"Writer - director John Waters stated in his book "" Shock Value "" that "" "" Faster , Pussycat !",director,his,1,Writer - director John Waters,"[Writer - director John Waters, his]",True
Male,"The fiction author Jippensha Ikku , in his analysis & anecdotal history "" ChÅ«shingura Okame HyÅban "" ( 1803 ) , implies that authorship was :",author,his,-1,The fiction,"[The fiction, his]",True
Male,"Author and university alumnus Clive James quipped in his 1981 autobiography that the motto loosely implies "" Sydney University is really Oxford or Cambridge laterally displaced approximately 12,000 miles . """,author,his,-1,Author and university alumnus Clive James,"[Author and university alumnus Clive James, his]",True
Female,"American recording artist Kelly Rowland has embarked on 17 concert tours during her career , ten of which with Destiny 's Child ( three as a main act , one as a collabarative act , and six as an opening act ) , and seven of which as a solo artist ( two of her own , one as a co - headlining act , three as a collaborative act and one as an opening act ) .",artist,her,-1,American recording artist Kelly Rowland,"[American recording artist Kelly Rowland, her, her]",True
Male,"Singer / songwriter Sufjan Stevens wrote a song about Pittsfield on his album "" "" .",singer,his,1,Singer / songwriter Sufjan Stevens,"[Singer / songwriter Sufjan Stevens, his]",True
Male,"The singer - businessman died peacefully at his home there on Sunday , June 13 , 2010 , according to his widow .",singer,his,1,The singer - businessman,"[The singer - businessman, his, his]",True
Male,"After his goalscoring debut , Barcelona manager Luis Enrique praised Munir as a player whose effort in training matches that on the pitch , but warned against getting carried away with his performance .",manager,his,1,his,"[his, his]",False
Male,"Los Angeles Daily News "" editor Phil Rosenthal criticized Harbert for his comments , describing Dan as the emotional anchor of the series .",editor,his,1,"Los Angeles Daily News "" editor Phil Rosenthal","[Los Angeles Daily News "" editor Phil Rosenthal, his]",True
Male,"Having seen him on stage , film director Vimukthi Jayasundara cast Thusitha in his film "" Ahasin Watei "" .",director,his,1,him,"[him, his]",False
Male,"In the band 's "" iTunes Originals "" , Page recalls a "" Maroon""-era interview in which bassist Jim Creeggan cited this as his favourite song of theirs , which sparked a realization in Page "" that the song means so much to so many people , and has become a part of people 's memories of a certain time in their lives "" .",bassist,his,1,Page,"[Page, Page]",False
Male,"In the band 's "" iTunes Originals "" , Page recalls a "" Maroon""-era interview in which bassist Jim Creeggan cited this as his favourite song of theirs , which sparked a realization in Page "" that the song means so much to so many people , and has become a part of people 's memories of a certain time in their lives "" .",bassist,his,1,bassist Jim Creeggan,"[bassist Jim Creeggan, his]",True
Male,"In the band 's "" iTunes Originals "" , Page recalls a "" Maroon""-era interview in which bassist Jim Creeggan cited this as his favourite song of theirs , which sparked a realization in Page "" that the song means so much to so many people , and has become a part of people 's memories of a certain time in their lives "" .",bassist,his,1,people,"[people, their]",False
Male,Evolutionary biologist Richard Lenski of Michigan State University has used Avida extensively in his work .,biologist,his,1,Evolutionary biologist Richard Lenski of Michigan State University,"[Evolutionary biologist Richard Lenski of Michigan State University, his]",True
Female,"Director Christine Yoo reportedly cast Kang after her distinctly Korean beauty in "" Oldboy "" and "" Welcome to Dongmakgol "" grabbed Yoo 's attention .",director,her,-1,Kang,"[Kang, her]",False
Male,"A number of authors have noted that the Colonels ' virtuoso guitarist Clarence White permanently expanded the language of bluegrass guitar with his flatpicking style on "" Appalachian Swing ! """,guitarist,his,1,the Colonels ' virtuoso guitarist Clarence White,"[the Colonels ' virtuoso guitarist Clarence White, his]",True
Male,The social reporter Henry Mayhew refers to it in his writings of the 1840s and 1850s .,reporter,his,1,The social reporter Henry Mayhew,"[The social reporter Henry Mayhew, it, his]",True
Male,"Band manager Walsh picked "" Why Here Why Now "" as his favorite track off the album .",manager,his,1,Band manager,"[Band manager, his]",True
Male,"American country music singer Alan Jackson recorded the song for his album , "" A Lot About Livin ' ( And a Little ' Bout Love ) "" .",singer,his,1,American country music singer Alan Jackson,"[American country music singer Alan Jackson, his]",True
Female,Children 's novel writer Butterfly Wong ( Maggie Shiu ) is unsuccessful in her career and relationship .,writer,her,1,Children 's novel writer Butterfly Wong ( Maggie Shiu ),"[Children 's novel writer Butterfly Wong ( Maggie Shiu ), her]",True
Male,"In February 1926 , colonial officer Eric Dutton passed through Nairobi on his way to Mount Kenya , and said of the city :",officer,his,1,colonial officer Eric Dutton,"[colonial officer Eric Dutton, his]",True
Male,Housman was an emotionally withdrawn man whose closest friend and lifelong unrequited love Moses Jackson had been his roommate when he was at Oxford in 187782 .,friend,he,0,Housman,"[Housman, his, he]",False
Male,"The author wrote the novel , his first , while he was still a working member of the Los Angeles Police Department .",author,he,-1,The author,"[The author, his, he]",True
Female,"As she and Lockwood are leaving for America , a Russian agent runs up , offering her the $ 100,000 check .",agent,she,1,she,"[she, her]",False
Male,"The Appellate Division ruled that "" a person has the same right to use force in the defence of another from a threatened danger , as he would have to defend himself , if he were the person threatened . """,person,he,-1,he,"[he, himself, he]",False
Female,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him .",baker,she,1,Anastasia,"[Anastasia, she]",False
Male,"As he travels from Hampton , New York on a Cessna 406 bush plane to visit his father in the oil fields in Northern Canada for the summer , the pilot suffers a massive heart attack and dies .",pilot,he,1,he,"[he, his]",False
Male,"At the ceremony , the outgoing Entertainer of the Year , Charlie Rich , presented the award to his successor after he set fire to the envelope containing the official notification of the award .",entertainer,he,1,the award,"[the award, the award]",False
Male,"At the ceremony , the outgoing Entertainer of the Year , Charlie Rich , presented the award to his successor after he set fire to the envelope containing the official notification of the award .",entertainer,he,1,his,"[his, he]",False
Female,"Meanwhile , a nurse called Marium takes care of Jamal because she is in love with him .",nurse,she,1,a nurse called Marium,"[a nurse called Marium, she]",True
Female,"Meanwhile , a nurse called Marium takes care of Jamal because she is in love with him .",nurse,she,1,Jamal,"[Jamal, him]",False
Male,"In the song , the singer sings about how , if he were to lose everything he had and had to start again from scratch , he would do it in the United States because he believes his freedom is guaranteed in America .",singer,he,1,the singer,"[the singer, he, he, he, he, his]",True
Male,"The bartender asks if he can take a sip ; after doing so , he freezes like a statue .",bartender,he,-1,The bartender,"[The bartender, he, he]",True
Male,Local tradition says that a chief created it when he found his way was blocked by a huge swamp .,chief,he,1,a chief,"[a chief, he, his]",True
Male,"Diab 's lawyer , Donald Bayne , criticized the internal review , saying the justice department lawyer conducting the internal review was in a conflict of interest because he had played a role in the extradition .",lawyer,he,1,the internal review,"[the internal review, the internal review]",False
Male,"Diab 's lawyer , Donald Bayne , criticized the internal review , saying the justice department lawyer conducting the internal review was in a conflict of interest because he had played a role in the extradition .",lawyer,he,1,the justice department lawyer conducting the internal review,"[the justice department lawyer conducting the internal review, he]",True
Male,"When he was 90 years old , a person asked him why he was still taking photographs .",person,he,-1,he,"[he, him, he]",False
Male,"She met her first husband , former FBI agent turned attorney Paul Raven , after he helped her sister get acquitted on a murder charge .",agent,he,-1,She,"[She, her, her]",False
Male,"A "" spiritually dead "" person may mean someone who is not spiritual ( materialist , atheist ) â€“ one who identifies himself with dead matter , though he is a living conscious being .",person,he,-1,himself,"[himself, he]",False
Male,The author claims he came up with the name Up Yours ! because he wanted to hear Dan Rather say it on national television .,author,he,-1,The author,"[The author, he, he]",True
Male,"The Second Battalion 's commanding officer , Lieutenant Colonel Chandler Johnson , set the tone for the morning as he deployed his tired troops forward : "" It 's going to be a hell of a day in a hell of a place to fight the damned war ! """,officer,he,1,"The Second Battalion 's commanding officer , Lieutenant Colonel Chandler Johnson","[The Second Battalion 's commanding officer , Lieutenant Colonel Chandler Johnson, he, his]",True
Male,"Bernie Madoff â€™s lawyer had asked the government to allow his wife to keep $ 70 million in assets that were in her name , as he forfeited all rights to assets totaling $ 170 million .",lawyer,he,1,™s lawyer,"[™s lawyer, his, he]",False
Male,"Bernie Madoff â€™s lawyer had asked the government to allow his wife to keep $ 70 million in assets that were in her name , as he forfeited all rights to assets totaling $ 170 million .",lawyer,he,1,his wife,"[his wife, her]",False
Female,"In March 2011 a former OXILP student who had failed its LPC course lost a bid for damages at the High Court for what she claimed had been "" clearly negligent "" tuition .",student,she,1,a former OXILP student who had failed its LPC course,"[a former OXILP student who had failed its LPC course, she]",True
Male,"A student of Japanese martial arts since 1968 , when he began studying YagyÅ« Shinkage - ryÅ« kenjutsu under Ryokichi Kotaro of the Nara Prefecture of Japan , he has also studied ShintÅ MusÅ - ryÅ« , as well as karate , aikido , and Kodokan judo .",student,he,-1,he,"[he, he]",False
Male,"During the Prothesis ( Liturgy of Preparation , at which the wine and bread are prepared on the Table of Oblation ) , the priest will bless each prosphoron as he takes it up to remove particles and place them on the diskos ( paten ) .",priest,he,1,the priest,"[the priest, he]",True
Male,"During the Prothesis ( Liturgy of Preparation , at which the wine and bread are prepared on the Table of Oblation ) , the priest will bless each prosphoron as he takes it up to remove particles and place them on the diskos ( paten ) .",priest,he,1,each prosphoron,"[each prosphoron, it, them]",False
Male,"If the parents were financially able , the child went even before he learned to read or write if the opportunity was present .",child,he,1,the child,"[the child, he]",True
Female,Her peasant guide fills in the family background before she completes her journey by coach .,guide,she,-1,Her,"[Her, she, her]",False
Male,"The captain of the team was Michael Rasmussen , who won the climbers jersey at the 2005 and 2006 Tour de France , until he ended his career in early 2013 .",captain,he,1,The captain of the team,"[The captain of the team, he, his]",True
Male,"He also noted that similarly "" a person , electrified by connection to a high - voltage generator , would not bleed normally if he were to cut himself ; blood would spray from the wound "" .",person,he,-1,He,"[He, he, himself]",False
Male,"The author of the book is Jeff Goldberg , a sportswriter for the "" Hartford Courant "" covering the UConn women 's team from 2001 to 2006 , although on the night of the game featured in the book , he was acting as a freelance reporter for "" The Chicago Tribune "" .",author,he,-1,the book,"[the book, the book]",False
Female,"Even though she has just left her home in Joplin , Missouri , for life in the big city , the married Broadway producer she has been seeing is quick to dump her when he begins to feel she is ruining their relationship by falling in love with him .",producer,she,-1,she,"[she, her, she, her, she]",False
Female,"Even though she has just left her home in Joplin , Missouri , for life in the big city , the married Broadway producer she has been seeing is quick to dump her when he begins to feel she is ruining their relationship by falling in love with him .",producer,she,-1,"Even though she has just left her home in Joplin , Missouri , for life in the big city","[Even though she has just left her home in Joplin , Missouri , for life in the big city, their]",False
Female,"Even though she has just left her home in Joplin , Missouri , for life in the big city , the married Broadway producer she has been seeing is quick to dump her when he begins to feel she is ruining their relationship by falling in love with him .",producer,she,-1,the married Broadway producer she has been seeing,"[the married Broadway producer she has been seeing, he, him]",False
Female,"I am afraid your friend is right where she was five weeks ago , "" the doctor tells Gale .",friend,she,0,your friend,"[your friend, she]",True
Male,"Cunningham was born at Inverell , New South Wales , to a farmer , Eugene Cunningham , and his wife Mary , nÃ©e Edgeworth , both born in Ireland .",farmer,his,1,Cunningham,"[Cunningham, his]",False
Male,The patient and his attendants can calculate their individual score and sum up the final score .,patient,his,0,The patient and his attendants,"[The patient and his attendants, his]",True
Male,The patient and his attendants can calculate their individual score and sum up the final score .,patient,his,0,his attendants,"[his attendants, their]",False
Male,"SmÃ­tal was already the head coach of the Bracknell Ice Hockey Club and upon his return to the Bees , also took on the role of head coach to their senior team , Bracknell Hornets , while Cox also took on the head coach role with the Under 18 team , Bracknell Drones .",coach,his,1,SmÃ­tal,"[SmÃ­tal, his]",False
Male,"SmÃ­tal was already the head coach of the Bracknell Ice Hockey Club and upon his return to the Bees , also took on the role of head coach to their senior team , Bracknell Hornets , while Cox also took on the head coach role with the Under 18 team , Bracknell Drones .",coach,his,1,the Bees,"[the Bees, their]",False
Female,She applies for a position at Sun Hill as a Police Community Support Officer and her potential to become a police constable is then recognised by Sergeant Dale Smith .,officer,her,-1,She,"[She, her]",False
Male,"He considered Teilhard a friend and his work in paleontology extensive and important , but expressed strongly adverse views of his contributions as scientific theorist and philosopher .",friend,his,0,He,"[He, his, his]",False
Male,Ã‰ric Guirado started his career as a journalist and his interest in social issues is apparent in the documentary - style of his story - telling .,journalist,his,-1,Ã‰ric Guirado,"[Ã‰ric Guirado, his, his, his]",False
Female,Drug abuse in this population had significant impact on the health of the patient and her unborn infant .,patient,her,0,Drug abuse in this population,"[Drug abuse in this population, her]",False
Male,"He was delighted to again meet the victorious captain , Frankie Mullen , and all his old colleagues .",captain,his,1,He,"[He, his]",False
Male,"An essential advantage of the standardized main component is that it is more easily understood by the clinical chemist and his coworkers , and it involves fewer calculation steps .",chemist,his,1,it,"[it, it]",False
Male,"In The Church of Jesus Christ of Latter - day Saints , the female spouse of a temple president or his counselors is referred to as a "" temple matron "" .",president,his,1,a temple president,"[a temple president, his]",True
Female,"Antorini was born in Jyllinge , near Copenhagen , where her mother was a teacher and her father a dairyman .",teacher,her,1,Antorini,"[Antorini, her, her]",False
Male,Genomic DNA from the patient and his parents was extracted using standard procedures from the peripheral blood leukocytes .,patient,his,0,the patient,"[the patient, his]",True
Female,E651V ) in STAT4 was identified in the index patient and her father .,patient,her,0,STAT4,"[STAT4, her]",False
Female,""" Bettina "" was the name of the woman artist ( and her ranch ) that the Tom Hanks character met at the end of the film "" Cast Away "" while delivering her package .",artist,her,-1,Bettina,"[Bettina, her, her]",False
Male,"Keibler became McMahon 's personal assistant , as well as his on - screen mistress .",assistant,his,-1,Keibler,"[Keibler, his]",False
Male,"A command tank version exists , which adds stations in the turret for an officer and his communications technician along with the communications equipment necessary to command a tank company .",officer,his,1,an officer,"[an officer, his]",True
Male,"Among the deceased rebels was the local chief of Rasas , Sheikh Salman Hamza as well as his four sons .",chief,his,1,Salman Hamza,"[Salman Hamza, his]",False
Female,"After adequate treatment of the patient and her infected animals with griseofulvin and disinfection of the environment , her skin lesions resolved dramatically , with regrowth of hair .",patient,her,0,adequate treatment of the patient and her infected animals with griseofulvin and disinfection of the environment,"[adequate treatment of the patient and her infected animals with griseofulvin and disinfection of the environment, her, her]",True
