,Unnamed: 0,predicted gender,correct,sentence_text,profession,g,g_first_index,profession_first_index,stereotype,corpus,data_index,distance,num_of_pronouns
44,14269,Male,1,"During the Korean War , Williams also served in the same Marine Corps unit with John Glenn ; the future astronaut described Williams as one of the best pilots he knew , while his wife Annie described him as the most profane man she ever met .",astronaut,him,37,20,1,wikipedia,13,17,3
45,23850,Male,1,"A Georgian prosecuting officer , however , rejected Okruashvili 's allegations , while the senior members of the Parliament of Georgia for the ruling party described him "" an instrument in the hands of Patarkatsishvili "" , the owner of Imedi TV , who financed opposition rallies against the Georgian government .",officer,him,26,3,1,wikipedia,13,23,0
46,300,Male,1,The child refused so the governor ordered him to be tortured by cutting off his head .,child,him,7,1,1,wikipedia,13,6,1
49,15906,Male,1,"Dre , declaring him "" a sound - collage artist to a degree no other producer in rap even touches "" and that "" If the rappers in front of Dre were n't so often obscene , and if the act of sampling and mixing were taken with the slightest bit of seriousness as an art , I 'm positive Dre would be considered the Phil Spector of his generation . """,producer,him,3,15,1,wikipedia,13,12,1
50,75058,Male,1,"He discussed the quantitative estimates that a person can make of his own pleasure or the pleasure of others , borrowing methods developed in psychology to study hedonic measurement : psychophysics .",person,his,11,7,-1,wikipedia,14,4,1
51,5577,Male,1,"The officer in charge of the gun mount , Lieutenant ( junior grade ) Alec Austen , praises Shapiro in his report but avoids any hint of Dooley 's cowardly behavior .",officer,his,20,1,1,wikipedia,14,19,1
53,206722,Male,1,"Pursued by white policemen , the Inuk saves the life of one of them , resulting in a final confrontation in which the surviving cop must decide between his commitment to law enforcement and his gratitude to the Inuk .",cop,his,28,24,1,wikipedia,14,4,2
55,254867,Male,1,"In his article , the author addressed the issue of insecurity in urban neighborhoods , concentrating on the role of the police and power politics .",author,his,1,5,-1,wikipedia,14,4,1
56,145320,Male,1,"When they attended church , their priest openly chastised them in his sermon .",priest,his,11,6,1,wikipedia,14,5,1
57,211486,Male,1,"Trish 's middle child , Timmy , is preparing for his bar mitzvah and trying to determine what it means to become a man .",child,his,10,3,1,wikipedia,14,7,1
58,217764,Male,1,"A right wing politician , in his speeches Ronaldo Caiado often criticizes the current PT government .",politician,his,6,3,1,wikipedia,14,3,1
59,113747,Male,1,""" In his view , the representative agent "" "" deserves a decent burial , as an approach to economic analysis that is not only primitive , but fundamentally erroneous . "" """,agent,his,2,7,-1,wikipedia,14,5,1
60,85157,Female,1,"In cooperation with Orson Sieverding , the artist develops electronic soundscapes for her installations which when projected onto her protagonists transform into urban echoes .",artist,her,12,7,-1,wikipedia,14,5,2
61,71550,Male,1,"Leisure , consumption and communication are the concepts that this British photographer has been researching for several decades now on his worldwide travels ...",photographer,his,20,11,1,wikipedia,14,9,1
62,215620,Male,1,"Rock singer and Detroit native Alice Cooper was in Jake "" The Snake "" Roberts ' corner during his match with The Honky Tonk Man managed by "" Colonel "" Jimmy Hart .",singer,his,18,1,1,wikipedia,14,17,1
63,170983,Female,1,"A Riverside teacher swore at her students , showed them R - rated movies , and generally was a bad teacher ; however , due to tenure rules , the district had to pay the teacher $ 25,000 USD to quit .",teacher,her,5,2,1,wikipedia,14,3,1
64,222259,Male,1,"Although the book itself was lost to history , the scientist and statesman Shen Kuo wrote of Yu 's work extensively in his "" Dream Pool Essays "" of 1088 , praising it as a work of architectural genius , saying that no one in his own time could reproduce such a work .",scientist,his,22,10,1,wikipedia,14,12,2
65,135468,Male,1,The first emergency use of an ejection seat by a U.S. aircraft occurred in August 1949 when a VF-171 pilot successfully ejected from his F2H-1 after losing control due to aircraft icing at high altitude .,pilot,his,23,19,1,wikipedia,14,4,1
66,146454,Male,1,"The director of "" "" also hosted a screening - party via his own Instagram account .",director,his,12,1,1,wikipedia,14,11,1
67,158981,Male,1,"The director is back at the top of his game "" .",director,his,8,1,1,wikipedia,14,7,1
68,8907,Male,1,"It was reported that the author of "" Night - Thoughts "" was not , in his earlier days , "" the ornament to religion and morality which he afterwards became "" , and his friendships with the Duke of Wharton and with Dodington did not improve his reputation .",author,his,16,5,-1,wikipedia,14,11,4
69,20610,Male,1,"Name recognition played a role in both parties ' primaries : Farmer enjoyed high name recognition from his days as a basketball player , while the Democratic nominee , David Lynn Williams , had a name similar to that of Kentucky Senate President David L. Williams .",farmer,his,17,11,1,wikipedia,14,6,1
70,229981,Male,1,"A police officer , Rahim has played for Penang FA , Perak FA and Selangor FA during his football career .",officer,his,17,2,1,wikipedia,14,15,1
72,178092,Male,1,"Circa 1938 , Herbert Lowe , the Reader in Rabbinics at Cambridge University , wrote : "" No Jew who recites it ever thinks of it in relation to Christians : the chief thought in his mind is the noble conclusion .",chief,his,35,32,1,wikipedia,14,3,1
73,9542,Male,1,"Upon the group 's return to California , post - production work on the "" Sweetheart of the Rodeo "" album was disrupted when Parsons ' appearance on the album was contested by Lee Hazlewood , who contended that the singer was still under contract to his LHI record label .",singer,his,46,40,1,wikipedia,14,6,1
74,224520,Male,1,The Director initially uses Weapon X as his personal strike force to exact revenge against Wolverine .,director,his,7,1,1,wikipedia,14,6,1
75,201090,Female,1,"Matilda Browne ( May 8 , 1869 â€“ November 3 , 1947 ) was an American Impressionist artist noted for her flower paintings and her farm and cattle scenes .",artist,her,20,17,-1,wikipedia,14,3,2
76,128030,Male,1,"The guitarist originally used the Fender tremolo system from his 1958 Fender Stratocaster , adding the Floyd Rose later .",guitarist,his,9,1,1,wikipedia,14,8,1
77,85538,Male,1,"In March 2017 , the singer informed fans through his personal Facebook page that he had plans to publish "" mind control to steal the soul "" , which was to be his third solo extended play album , on an as of then undetermined date in July of that year .",singer,his,9,5,1,wikipedia,14,4,3
78,206561,Female,1,Person felt ostracized from her peers at a young age because of her unusual upbringing .,person,her,12,0,1,wikipedia,14,12,2
79,153871,Female,1,"The series writer , Sawako Natori , drew inspiration for her writing from shÅnen manga .",writer,her,10,2,1,wikipedia,14,8,1
80,70197,Male,1,"The film centers on Saint Laurent 's life from 1967 to 1976 , during which time the famed fashion designer was at the peak of his career .",designer,his,25,19,1,wikipedia,14,6,1
81,97827,Female,1,"A child of privilege , Dorothy lived on a large estate with her parents , brother , sister , aunts , uncles , and several cousins .",child,her,12,1,-1,wikipedia,14,11,1
82,39137,Male,1,"He joined an inn of court , but felt that being a lawyer was inconsistent with his religious belief .",lawyer,his,16,12,1,wikipedia,14,4,1
83,151441,Male,1,"Nearby in the same village , a young peasant tailor ( Mickey Mouse ) kills seven flies at once while at his work , and accidentally interjects several other peasants ' discussion of the problems with the giant to brag loudly about his accomplishment :",tailor,his,21,9,-1,wikipedia,14,12,2
84,216308,Female,1,"The dancer is a reoccurring subject for her painting , bas - reliefs and bronze sculptors .",dancer,her,7,1,1,wikipedia,14,6,1
86,106227,Male,1,Nirvana singer and guitarist Kurt Cobain listed it in his top fifty albums of all time .,singer,his,9,1,1,wikipedia,14,8,1
87,108435,Male,1,The donkey driver hold the sacks in place with his hands .,driver,his,9,2,1,wikipedia,14,7,1
89,81512,Male,1,"In his Arizona career , the guard made 342 three - point field goals .",guard,his,1,6,1,wikipedia,14,5,1
90,63199,Male,1,"New York Magazine "" wrote that "" the designer quickly defined a deconstructed look [ with his new label ] â€¦",designer,his,16,8,1,wikipedia,14,8,1
91,19079,Male,1,"A folk culture scholar , Motoyama Keisen , asserts that "" Yonaguni is the island of women , "" and continues to quote and agree with Sasamori 's account of Yonaguni women , saying that "" Surely this was true in 1893 , when the author went on his expedition there . """,author,his,48,45,-1,wikipedia,14,3,1
92,31963,Female,1,"M.I.A. , a British - born Sri Lankan electronic artist incorporates Bollywood songs in her music .",artist,her,14,9,-1,wikipedia,14,5,1
93,253221,Male,1,"Because Plagge had left no descendants , the president of the Technische UniversitÃ¤t Darmstadt accepted the award on his behalf .",president,his,18,8,1,wikipedia,14,10,1
95,125417,Female,1,"The Dalit History Month project describes Living Smile Vidya as "" the first trans person [ in India ] to have her chosen gender identity reflected in her passport . """,person,her,27,14,1,wikipedia,14,13,2
96,33220,Male,1,"In the film , a young fighter pilot introduces the song to his squadron and so gets nicknamed "" the dark girl "" .",pilot,his,12,7,1,wikipedia,14,5,1
97,111729,Female,1,"As she yelled "" Press ! "" she was knocked down and told to put her face in the ground while another officer dragged her backward by her leg across the pavement .",officer,her,27,22,-1,wikipedia,14,5,5
98,92053,Male,1,"Iniyan and his father are dejected , and Iniyan 's friend is dejected due to his failure in the interview , and he later commits suicide .",friend,his,15,10,0,wikipedia,14,5,3
99,18860,Male,1,The former president of Sierra Leone Ahmad Tejan Kabbah used State Lodge as his residence .,president,his,13,2,1,wikipedia,14,11,1
100,2546,Male,1,"When a CDC deputy director enters the system , he can input his estimated values as fuzzy numbers according to the scenarios .",director,he,9,4,1,covid19,12,5,2
102,11532,Male,1,"Although the film 's producer , Vidhu Vinod Chopra , considered Khan to be too inexperienced for the part , he was persuaded by Sarkar who felt that Khan was perfect for the role .",producer,he,20,4,1,wikipedia,12,16,1
104,4072,Male,1,He was fired from KGO in November 2008 when an engineer left his microphone open and his profane off - air comments about Joe the Plumber were broadcast live .,engineer,He,0,10,1,wikipedia,12,10,2
105,3644,Male,1,"When a user with an unread copy of the news ( tagged as fake or real by its sender ) visits the OSN , he can view the sender 's tag and a system-provided warning .",user,he,24,2,0,covid19,12,22,1
106,17760,Male,1,"He was released on bail for HK$5,000 , awaiting a sentencing hearing , though the magistrate himself admitted the difficulty of determining how he should be sentenced due to the lack of precedent .",magistrate,He,0,15,1,wikipedia,12,15,2
107,1395,Male,1,"When the author of this paper [ 17 ] optimized the ( fuzzy ) truth functions using his semantic information method , he found that any truth function for binary classifications could be treated as the combination of a clear prediction 's truth function ( with a value 0 or 1 ) and a tautology 's truth function ( with a constant value 1 ) .",author,he,22,2,-1,covid19,12,20,2
108,10059,Male,1,"In this way he can break loose from his clinging dependency on an ' omnipotent object ' , his dyadic partner , and , through internalizing the therapist both in his female and his male aspects , create a libidinal object in his inner world .",therapist,he,3,27,-1,pubmed,12,24,6
109,7626,Male,1,"When the patient jumped , he hit the water face first , plunging under the surface to his waist .",patient,he,5,2,0,pubmed,12,3,2
110,57,Male,1,"When the patient goes to the local pharmacy ( which is licensed by the state as well as the federal Drug Enforcement Agency ) , he compares prices for the available drugs .",patient,he,25,2,0,covid19,12,23,1
111,968,Female,1,"When British surgeon Dr. Elizabeth Corday starts work at County General Hospital , she is quickly attracted to Benton , though he initially disregards her attentions .",surgeon,she,13,2,-1,wikipedia,12,11,3
112,23637,Male,1,"However , the young boy becomes sick and the narrator informs the audience that unless the child becomes better again he will be taken away , being denounced unfit and will never be heard from again .",child,he,20,16,1,wikipedia,12,4,1
113,13589,Female,1,"She was educated at Melbourne , while still a child went to live on a station at Orbost , and grew up close to the bush she came to love so much .",child,She,0,9,-1,wikipedia,12,9,2
115,3775,Male,1,"However , our patient shares common hallmarks of the syndrome with the previously reported cases , the unique feature is that he does not present seizure and he has a severe speech delay .",patient,he,21,3,0,covid19,12,18,2
116,4979,Male,1,He was then released again in December after a judge considered the evidence against him as insufficient .,judge,He,0,9,1,wikipedia,12,9,0
118,15150,Male,1,"Next the author discusses contemporary indications of laparoscopic operations in urology , he makes the reader familiar with instruments required for surgery and technical principles of its implementation .",author,he,12,2,-1,pubmed,12,10,1
119,13295,Male,1,He is highly regarded by Schillinger until a dentist tells Robson that he had implanted the gums of an African - American into Robson 's mouth .,dentist,He,0,8,1,wikipedia,12,8,1
123,16389,Male,1,"If a person believes that a teaching should be adjusted or changed , he is encouraged "" to be patient and wait on Jehovah for change"" .",person,he,13,2,-1,wikipedia,12,11,1
124,11080,Male,1,"When Mace â€™s bassist left for the navy late 1982 , he was quickly replaced by Vis ' 14-year - old brother , Scott ( who â€™d formed the hardcore group Deep Wound in 1982 with Lou Barlow and J Mascis ) , The band â€™s name was changed to â€œ Outpatients â€™ and quickly made waves in the hardcore scene gaining rave reviews almost immediately .",bassist,he,11,3,1,wikipedia,12,8,1
125,13953,Male,1,"Instead , when the user made an entry , such as a new or annotated manuscript , typescript or image , he was expected to index and describe it in his personal code book .",user,he,21,4,0,wikipedia,12,17,2
128,23671,Male,1,"When the president arrived by train at East Falls Church he was met by an honor guard of troops , who proudly escorted him to the camp .",president,he,10,2,1,wikipedia,12,8,1
129,15649,Male,1,"When the painter Rembrandt van Rijn ( 1607 - 1669 ) died 350 years ago , he left us some 90 self-portraits showing his aging face .",painter,he,16,2,1,pubmed,12,14,2
132,822,Male,1,"When not good , he ( the coach ) told us that , actually , we could tell the teacher directly and ask her to give advanced announcement ( about what she would teach ) . . .",coach,he,4,7,1,covid19,12,3,3
135,21994,Female,1,"Young states that when the "" San Gabriel Valley Tribune "" asked a lawmaker how an innocent accused person could prove that he obtained consent , she was told â€œ Your guess is as good as mine .",person,she,26,18,1,wikipedia,12,8,2
136,17940,Male,1,"Once the singer returns home , he is determined to never leave again .",singer,he,6,2,1,wikipedia,12,4,1
137,2800,Male,1,"When the patient experienced hearing problems at his office , he wanted to reactivate the sleeping implant .",patient,he,10,2,0,pubmed,12,8,2
138,2457,Female,1,"When a user wants to compute data using SGX , she starts by creating an Enclave , which is placed in a trusted memory region .",user,she,10,2,0,covid19,12,8,1
144,23878,Male,1,Before the chief died the next year he and his council were sufficiently impressed by Dupont 's help they asked him to succeed as chief .,chief,he,7,2,1,wikipedia,12,5,2
146,15537,Male,1,"When the judge asked ' expert opinion ' to expert , he is an expert .",judge,he,11,2,1,pubmed,12,9,1
147,1019,Male,1,"When the patient was 59 years old , he started to suffer from dyspnea caused by an intrathoracic meningocele in the upper left thoracic cavity .",patient,he,8,2,0,pubmed,12,6,1
148,19243,Male,1,"For an example , if the patient is violent or destructive , he is sedated by the traditional healer or by family members in order to commence therapy , and people are often isolated or treated against their will in order to prevent patients from hurting themselves or others .",patient,he,12,6,0,wikipedia,12,6,1
149,13078,Male,1,"Cross 's popularity quickly grew amongst the faculty and staff , and when the university president at the time stepped down , he was named interim president while the board of regents searched for a new candidate .",president,he,22,15,1,wikipedia,12,7,1
0,43703,Male,1,The patient underwent serial computed tomography scans of his brain which demonstrated stability of the hematoma and no operative intervention was required .,patient,his,8,1,0,pubmed,17,7,1
1,68921,Female,1,"At the current follow-up , the patient reported complete resolution of her symptoms .",patient,her,11,6,0,pubmed,17,5,1
2,48207,Female,1,We describe how this is done in a patient who had her ipsilateral hip fused in 30 Â° of flexion .,patient,her,11,8,0,pubmed,17,3,1
3,25671,Male,1,"This is a reflection of a 30-year career of a general surgeon , who has maintained a logbook of all his surgical work .",surgeon,his,20,11,1,pubmed,17,9,1
4,70644,Male,1,The patient is undergoing chemotherapy of his recurrent desmoid-type fibromatosis .,patient,his,6,1,0,pubmed,17,5,1
5,504,Male,1,The surgeon also rated his impression of the patient 's surprise on an 11-point ordinal scale .,surgeon,his,4,1,1,pubmed,17,3,1
6,53186,Male,1,"The aim is to help the individual patient to do his best , given his illness , his symptoms , and his cultural , familial and personal background and beliefs .",patient,his,14,7,0,pubmed,17,7,4
7,63228,Female,1,The patient first underwent orthodontic treatment to correct the dental alignment after the author extracted her hypoplastic first molars .,author,her,15,13,1,pubmed,17,2,1
8,10975,Male,1,"The patient originally had great control of his 37 symptoms with monthly dupilumab , propranolol 20 mg twice daily , and an antihistamine .",patient,his,7,1,0,covid19,17,6,1
9,5489,Male,1,The author reviews his experience including complications and results .,author,his,3,1,-1,pubmed,17,2,1
10,62521,Female,1,Yet the person endorses her new self because the neuroenhancement she underwent changed her .,person,her,4,2,1,pubmed,17,2,3
11,70372,Male,1,"Our 45-year-old male patient presented with metastatic renal cell carcinoma ( mRCC ) ; we effectively managed his aggressive , progressive disease across six lines of treatment , including sequential monotherapy and combination therapy , with targeted agents like sunitinib , everolimus , sorafenib , temsirolimus , and bevacizumab , resulting in a ",patient,his,17,3,0,pubmed,17,14,1
12,65792,Female,1,"Total hysterectomy with salpingoophorectomy was proposed to patient , however , patient expressed her will for fertility preservation and gave consent only for the resection of a single ovary .",patient,her,13,11,0,pubmed,17,2,1
13,64791,Male,1,"For male patients with shigellosis who do not have an appropriate travel history , the physician should expand his epidemiological investigation to include sexual contacts .",physician,his,18,15,1,pubmed,17,3,1
14,539,Female,1,"Unfortunately , the patient experienced a second worsening of her neurological state on day 19 ( Glasgow Coma",patient,her,9,3,0,covid19,17,6,1
15,31060,Male,1,"On the fist day of treatment , the patient was able to move his limbs on command and answer yes/no questions which had not been the case prior to apomorphine administration .",patient,his,13,8,0,pubmed,17,5,1
16,45543,Male,1,The patient has had no progression of his mass or symptoms at most recent follow-up ( 10 months ) .,patient,his,7,1,0,pubmed,17,6,1
17,7141,Male,1,"One patient even manifested his first FSHD-related symptoms at as early as 5 months of age , including inability to smile , poor response to call , and infantile spasms .",patient,his,4,1,0,pubmed,17,3,1
18,2882,Male,1,"However , it is with regret that we must also mention that an author of one of the published manuscripts sadly passed away in Sierra Leone after losing his fight against Ebola , after working to collect strains of the virus .",author,his,28,13,-1,covid19,17,15,1
19,10519,Female,1,"The teacher just completed her yoga training in Portland , Oregon , and kindly provided free online classes .",teacher,her,4,1,1,covid19,17,3,1
20,56189,Female,1,SCS immediately abolished pain and the patient was able to perform her normal daily activities within 1 month .,patient,her,11,6,0,pubmed,17,5,1
21,67052,Female,1,The patient reported complete resolution of her symptoms .,patient,her,6,1,0,pubmed,17,5,1
22,42353,Female,1,"These differences become clear through a case study , in which the patient offered resistance to many of the treatment goals , which did not fit her life goals and , at the same time , threatened her defences and her precarious well-being .",patient,her,40,12,0,pubmed,17,28,3
23,13683,Male,1,""" This lobectomy , by which the surgeon cured his far more famous patient , was only one episode in his 40 eventful years as Chicago 's leading pioneer in early thoracic surgery .",surgeon,his,9,7,1,pubmed,17,2,2
24,71089,Female,1,The patient was able to resume her sports activities 15 weeks after surgery .,patient,her,6,1,0,pubmed,17,5,1
25,54789,Female,1,The patient had been suffering from a dull abdominal pain for nearly four weeks before consulting her family physician .,patient,her,16,1,0,pubmed,17,15,1
26,6147,Male,1,"A 49-year-old male , parachute instructor , likely developed a hypertensive emergency when deploying his parachute leading to a myocardial infarction .",instructor,his,14,5,-1,pubmed,17,9,1
27,57065,Male,1,"On this view a person ' creates his identity ( only ) by forming an autobiographical narrative-a story of his life ' , and must be in possession of a full and ' explicit narrative ( of his life ) to develop fully as a person ' ( Schechtman M. The Constitution of Selves .",person,his,19,4,-1,pubmed,17,15,3
28,4840,Female,1,The patient underwent bronchoscopy as part of her evaluation and went on to donate both kidneys and her liver .,patient,her,17,1,0,covid19,17,16,2
29,60702,Female,1,"Once again , one genetic counselor discusses her experiences , this time during a second , unplanned pregnancy .",counselor,her,7,5,1,pubmed,17,2,1
30,25810,Female,1,The fossil hunter Mary Anning began collecting her ' curiosities ' at a time when the age and nature of these relics from the past were little understood .,hunter,her,7,2,0,pubmed,17,5,1
31,63902,Male,1,The author presents his views on the sources of these controversies and his philosophy on imaging patients with back pain .,author,his,3,1,-1,pubmed,17,2,2
32,64539,Female,1,"In addition , a heterozygous mutation ( causing an S890I change ) in factor H of complement was found in the patient who developed chronic renal failure but not in her sister , who presented with exclusive neurologic symptoms .",patient,her,30,21,0,pubmed,17,9,1
33,32822,Male,1,Only 1 patient who had undergone biopsy of his lesion received adjuvant radiation therapy .,patient,his,8,2,0,pubmed,17,6,1
34,71561,Male,1,"An initial plan was made for urgent primary ureteroscopy and lithotripsy , however , the patient spontaneously passed 20 - 25 calculi at home whilst awaiting his operation date .",patient,his,26,15,0,pubmed,17,11,1
35,10232,Male,1,"If the patient gave his verbal agreement , one stool specimen ( for acute diarrheal symptoms ) or two nasal swabs ( for acute respiratory symptoms ) were collected and frozen on-site .",patient,his,4,2,0,covid19,17,2,1
36,51627,Female,1,The first physician practiced as a faculty member for 1 year but had challenges assimilating into a busy resident service while balancing her research duties .,physician,her,22,2,-1,pubmed,17,20,1
37,68896,Female,1,"The patient had immediate relief of her symptoms for 36 hours , confirming the diagnosis of genitofemoral neuralgia .",patient,her,6,1,0,pubmed,17,5,1
38,16131,Male,1,The patient has been without tumor recurrence for 9 years afterwards and has not required revision of his cranioplasty .,patient,his,17,1,0,pubmed,17,16,1
39,1197,Male,1,The operating surgeon who mostly approximated the angle of His resulted in an increased abdominal LES length ( p < 0.01 ) .,surgeon,His,9,2,1,pubmed,17,7,1
40,65248,Male,1,The patient had reattained his previous activity level and experienced neither pain nor other complications .,patient,his,4,1,0,pubmed,17,3,1
41,62841,Male,1,"Philipp Jacob Sachs von Lewenhaimb , academical learned physician of Breslau , offered his cooperation in the Academia Naturae Curiosorum in 1658 .",physician,his,13,8,1,pubmed,17,5,1
43,643,Male,1,Evolution was favorable and our patient gradually recovered his sensitivity .,patient,his,8,5,0,covid19,17,3,1
44,58642,Male,1,This is a case report of a patient that suffered a cat 's bite of his right prosthetic knee and against all odd was able to save it without surgical intervention .,patient,his,15,7,0,pubmed,17,8,1
45,54742,Male,1,The patient was not able to lift his left eyebrow right after the surgery .,patient,his,7,1,0,pubmed,17,6,1
46,9051,Male,1,The patient is less informed than the practitioner and can not accurately assess his need for medical care .,patient,his,13,1,0,pubmed,17,12,1
47,42084,Male,1,"The patient was hepatitis C virus RNA-positive , human immunodeficiency virus RNA-negative , and had a CD4 T-cell count of 620/Î¼L. His son was the donor , and a right lobe liver transplant was performed uneventfully in antiretroviral treatment continued in the early postoperative period and a triple immunosuppressive regimen consisting tacrolimus , mycophenolate mofetil , and steroids was initiated .",patient,His,21,1,0,pubmed,17,20,1
48,12223,Male,1,A 55-year-old male nurse was accused of having introduced his fingers by force into the anus of a 20-year-old female patient .,nurse,his,9,3,-1,pubmed,17,6,1
49,17198,Male,1,The third patient has successful palliation of his tracheo-esophageal fistula and the stent is being exchanged every 3 - 4 months to palliate his fistula .,patient,his,7,2,0,pubmed,17,5,2
50,65423,Male,1,"Additionally , an old magazine in the past stated that he was supposedly the contender for Cosmos ' position as the show 's main hero , but writer Hideyuki Kawakami deny this accusation in his blog .",writer,his,34,27,-1,wikipedia,15,7,2
51,49756,Male,1,"Grimsby manager Paul Groves managed to make Cooke 's switch to Blundell Park a permanent one , following his release from Manchester City at the end of the 2001â€“2002 season .",manager,his,18,1,1,wikipedia,15,17,1
52,61300,Male,1,"Steve Cropper saw Sunsetz guitarist Keni Inoue play in his distinctive plucking style ( as heard on "" Open Sesame "" ) and asked to be taught the technique .",guitarist,his,9,4,1,wikipedia,15,5,1
53,12598,Male,1,"On 30 January 2007 , ex - Rangers manager Alex McLeish named McGregor in his first squad as Scotland manager .",manager,his,14,8,1,wikipedia,15,6,1
54,19559,Male,1,"University of Arizona student Caleb Peterson ( Scott Lunsford ) commiserates with his roommate Kyle ( Jim Verraros ) , who notes that while he has trouble getting the men he wants , he could get any woman because he is gay .",student,his,12,3,-1,wikipedia,15,9,5
55,28072,Female,1,"Welsh singer - songwriter Charlotte Church criticized Diane Martel for her creation of sexually - explicit music videos , and referenced the "" Lolita "" video as "" an objectionable little number "" ; Church disapproved of the single 's title .",singer,her,10,1,-1,wikipedia,15,9,1
56,11811,Female,1,Japanese high school student Sekai Maihime confesses her romantic feelings to her classmate Midou while on a school train tour through France .,student,her,11,3,1,wikipedia,15,8,2
57,33441,Female,1,"Author Sharon Zukin originated the term in her book "" Landscapes of Power : From Detroit to Disney World . """,author,her,7,0,1,wikipedia,15,7,1
58,7328,Male,1,"In his newspaper article "" La Penitenciaria de Guatemala "" ( English : "" The Guatemalan Penitentiary "" ) , the British - Guatemalan writer Guillermo F. Hall described one of the prisoners who was in charge of punishing his fellow captives in the Penitentiary during Justo Rufino Barrios regime : "" "" Tata Juan "" was the oldest prisoner in the prison , being inside since it had opened its door .",writer,his,1,24,-1,wikipedia,15,23,2
59,32539,Male,1,"In his autobiography , "" Los Angeles Times "" editor Jim Bellows described events leading up to the Seberg articles , in which he expressed regret that he had not vetted the Seberg articles sufficiently .",editor,his,1,9,1,wikipedia,15,8,3
60,2819,Male,1,"Film director William Wellman cast Coonan as Sally in his 1933 film "" Wild Boys of the Road "" .",director,his,9,1,1,wikipedia,15,8,1
61,5566,Male,1,"Washington 's head carpenter Isaac , for example , lived with his wife Kitty , a dower - slave milkmaid , at Mansion House Farm .",carpenter,his,11,3,1,wikipedia,15,8,1
62,2283,Female,1,In 2018 American singer songwriter Mariah Carey referenced the Caymus brand in her single â€œ GTFO â€ .,singer,her,12,3,-1,wikipedia,15,9,1
63,4744,Male,1,"Americans Stanley Norman Cohen , Herbert Boyer and Yuet - Wai Kan jointly won one of the prizes for their works pertaining to DNA while British physiologist Sir Richard Doll won the other for his contribution to cancer epidemiology .",physiologist,his,34,26,1,wikipedia,15,8,1
64,70656,Male,1,"During the tenth episode , internationally acclaimed photographer Terry O'Neill praised Pisani as his favourite girl in the competition .",photographer,his,13,7,1,wikipedia,15,6,1
65,64193,Male,1,"Separately , rookie officer Julien Lowe learns the ropes from his training officer Danielle "" Danny "" Sofer , as well as tries to hide his homosexuality from the others .",officer,his,10,3,1,wikipedia,15,7,2
66,31171,Male,1,"In the 19th century the painter EugÃ¨ne Delacroix often holidayed at his family estate at Valmont and the abbey ruins inspired his drawing "" Ruines de l'abbaye de Valmont "" , now in The Louvre .",painter,his,11,5,1,wikipedia,15,6,2
67,3215,Female,1,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry .",guard,her,12,6,-1,perseus,15,6,1
68,9482,Male,1,"In the midst of this , before 6:30 Â p.m. , police chief Daryl Gates left Parker Center , on his way to the neighborhood of Brentwood .",chief,his,20,12,1,wikipedia,15,8,1
69,47080,Male,1,Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection .,designer,his,13,5,1,wikipedia,15,8,1
70,44551,Male,1,"In 1936 , artist Joseph Cornell edited this feature film into his short experimental film "" Rose Hobart "" which runs about 19 minutes .",artist,his,11,3,1,wikipedia,15,8,1
71,29401,Male,1,"Despite his vocal frustrations , Jaguar team principal Bobby Rahal backed Irvine for the upcoming season , although Irvine was not confident citing his uncertainty about his team becoming competitive which he has made vocal .",principal,his,1,7,1,wikipedia,15,6,4
72,62584,Male,1,"Due to the match - fixing scandals in 2000 by other players of the team , and for his poor health , Indian captain Sachin Tendulkar resigned his position , and Ganguly was made the captain of the Indian cricket team .",captain,his,18,23,1,wikipedia,15,5,2
73,68357,Male,1,Head coach Bill Saunders led the team to a 2â€“4 mark in the Rocky Mountain Conference and 2â€“4 overall in his first season .,coach,his,20,1,1,wikipedia,15,19,1
74,60005,Female,1,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .,executive,her,10,2,-1,wikipedia,15,8,3
75,68948,Male,1,"In his book "" Roughneck "" , writer Peter Carlson wrote that the extradition papers falsely claimed that the three men had been present at Steunenberg 's murder .",writer,his,1,7,-1,wikipedia,15,6,1
76,13365,Male,1,"Writer - director John Waters stated in his book "" Shock Value "" that "" "" Faster , Pussycat !",director,his,7,2,1,wikipedia,15,5,1
77,32511,Male,1,"The fiction author Jippensha Ikku , in his analysis & anecdotal history "" ChÅ«shingura Okame HyÅban "" ( 1803 ) , implies that authorship was :",author,his,7,2,-1,wikipedia,15,5,1
79,38832,Male,1,"Author and university alumnus Clive James quipped in his 1981 autobiography that the motto loosely implies "" Sydney University is really Oxford or Cambridge laterally displaced approximately 12,000 miles . """,author,his,8,0,-1,wikipedia,15,8,1
81,31802,Female,1,"Throughout her career as a choreographer Pite has choreographed works for world renowned companies such as Nederlands Dans Theatre I , The Paris Opera Ballet , Ballet JÃ¶rgen , Ballet BC , Les Ballets Jazz de Montreal , Cullberg Ballet , the National Ballet of Canada , The Royal Ballet , Ballett Frankfurt , and Cedar Lake Contemporary Ballet .",choreographer,her,1,5,1,wikipedia,15,4,1
